Source	Cluster	perClusterFreq	ClusterFreq	ClusterGenomeSize	perTotalFreq	TotalFreq	OdsRatio	pvalue	padj	AccnetGenomeSize	AccnetProteinSize	Type	TwinGroup	Description
Cluster_17917	9	1	1	1	0.25125628140703515	50	3.9800000000000004	0	0	199	27256	Cluster	Single	WP_071527044.1 hypothetical protein [Escherichia coli]
Cluster_26085	9	1	1	1	0.2914572864321608	58	3.431034482758621	0	0	199	27256	Cluster	Single	WP_016231902.1 hypothetical protein [Escherichia coli]
Cluster_20115	9	1	1	1	0.04522613065326633	9	22.11111111111111	0	0	199	27256	Cluster	Single	WP_077871965.1 DUF932 domain-containing protein [Escherichia coli]
Cluster_12182	9	1	1	1	0.2814070351758794	56	3.553571428571429	0	0	199	27256	Cluster	Single	WP_024194163.1 MULTISPECIES: DUF1364 domain-containing protein [Proteobacteria]
Cluster_4855	9	1	1	1	0.33668341708542715	67	2.970149253731343	0	0	199	27256	Cluster	Single	WP_087683085.1 oxidoreductase, partial [Escherichia coli]
Cluster_23565	9	1	1	1	0.08040201005025126	16	12.4375	0	0	199	27256	Cluster	Single	WP_027661788.1 hypothetical protein [Escherichia coli]
Cluster_15673	9	1	1	1	0.4472361809045226	89	2.235955056179775	0	0	199	27256	Cluster	Single	WP_000947774.1 phage tail assembly protein T [Escherichia coli]
Cluster_28449	9	1	1	1	0.1658291457286432	33	6.03030303030303	0	0	199	27256	Cluster	Single	WP_072126735.1 hypothetical protein [Escherichia coli]
Cluster_6038	9	1	1	1	0.49246231155778897	98	2.030612244897959	0	0	199	27256	Cluster	Single	WP_059333703.1 type-F conjugative transfer system secretin TraK, partial [Escherichia coli]
Cluster_20098	9	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_025492107.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_2886	9	1	1	1	0.09547738693467336	19	10.473684210526317	0	0	199	27256	Cluster	Single	WP_001065661.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_16850	9	1	1	1	0.05527638190954774	11	18.09090909090909	0	0	199	27256	Cluster	Twin_1192	WP_000174033.1 thymidylate synthase [Escherichia coli]
Cluster_23560	9	1	1	1	0.271356783919598	54	3.685185185185185	0	0	199	27256	Cluster	Single	WP_000063161.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_20074	9	1	1	1	0.04522613065326633	9	22.11111111111111	0	0	199	27256	Cluster	Twin_741	WP_000733252.1 MULTISPECIES: MacB family efflux pump subunit [Enterobacteriaceae]
Cluster_20091	9	1	1	1	0.01507537688442211	3	66.33333333333334	0	0	199	27256	Cluster	Twin_766	WP_000437781.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_5653	9	1	1	1	0.05025125628140704	10	19.9	0	0	199	27256	Cluster	Single	WP_001259758.1 MULTISPECIES: colicin V [Enterobacteriaceae]
Cluster_3033	9	1	1	1	0.3869346733668342	77	2.5844155844155843	0	0	199	27256	Cluster	Single	WP_023281832.1 lysis protein [Escherichia coli]
Cluster_17806	9	1	1	1	0.06030150753768844	12	16.583333333333336	0	0	199	27256	Cluster	Single	WP_001021067.1 LuxR family transcriptional regulator [Escherichia coli]
Cluster_20704	9	1	1	1	0.457286432160804	91	2.186813186813187	0	0	199	27256	Cluster	Single	WP_044502383.1 D-allose transporter subunit [Escherichia coli]
Cluster_21069	9	1	1	1	0.09547738693467336	19	10.473684210526317	0	0	199	27256	Cluster	Twin_400	WP_001683035.1 two-component system sensor histidine kinase PgtB [Escherichia coli]
Cluster_5574	9	1	1	1	0.135678391959799	27	7.37037037037037	0	0	199	27256	Cluster	Twin_28	WP_001304929.1 MULTISPECIES: molecular chaperone [Escherichia]
Cluster_2919	9	1	1	1	0.1457286432160804	29	6.862068965517242	0	0	199	27256	Cluster	Single	WP_001315617.1 MULTISPECIES: acetolactate synthase [Proteobacteria]
Cluster_26066	9	1	1	1	0.1457286432160804	29	6.862068965517242	0	0	199	27256	Cluster	Single	WP_053216794.1 MULTISPECIES: DUF1205 domain-containing protein [Enterobacteriaceae]
Cluster_5571	9	1	1	1	0.135678391959799	27	7.37037037037037	0	0	199	27256	Cluster	Twin_28	WP_000591068.1 fimbrial protein StaD [Escherichia coli]
Cluster_4712	9	1	1	1	0.03015075376884422	6	33.16666666666667	0	0	199	27256	Cluster	Single	WP_001094740.1 MULTISPECIES: MgtC/SapB family protein [Enterobacteriaceae]
Cluster_22142	9	1	1	1	0.37185929648241206	74	2.689189189189189	0	0	199	27256	Cluster	Twin_1090	WP_077756438.1 ABC transporter ATP-binding protein [Escherichia coli]
Cluster_11041	9	1	1	1	0.41708542713567837	83	2.397590361445783	0	0	199	27256	Cluster	Single	WP_078165365.1 phage terminase large subunit family protein [Escherichia coli]
Cluster_2745	9	1	1	1	0.3015075376884422	60	3.316666666666667	0	0	199	27256	Cluster	Single	WP_000069957.1 phage tail tape measure protein [Escherichia coli]
Cluster_11985	9	1	1	1	0.22110552763819097	44	4.5227272727272725	0	0	199	27256	Cluster	Single	WP_064762668.1 Polarity suppression protein [Escherichia coli]
Cluster_11180	9	1	1	1	0.31155778894472363	62	3.2096774193548385	0	0	199	27256	Cluster	Single	WP_023909713.1 MULTISPECIES: transporter [Enterobacteriaceae]
Cluster_26553	9	1	1	1	0.4020100502512563	80	2.4875	0	0	199	27256	Cluster	Single	WP_032235289.1 endonuclease [Escherichia coli]
Cluster_17611	9	1	1	1	0.12060301507537688	24	8.291666666666668	0	0	199	27256	Cluster	Twin_1139	WP_095794824.1 scaffolding protein [Escherichia coli]
Cluster_14077	9	1	1	1	0.4623115577889447	92	2.1630434782608696	0	0	199	27256	Cluster	Single	WP_089623553.1 hypothetical protein [Escherichia coli]
Cluster_20821	9	1	1	1	0.3969849246231156	79	2.518987341772152	0	0	199	27256	Cluster	Single	WP_089562812.1 IS66 family transposase, partial [Escherichia coli]
Cluster_14045	9	1	1	1	0.01507537688442211	3	66.33333333333334	0	0	199	27256	Cluster	Twin_236	WP_089623563.1 MFS transporter, partial [Escherichia coli]
Cluster_10500	9	1	1	1	0.035175879396984924	7	28.42857142857143	0	0	199	27256	Cluster	Single	WP_012006525.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_9313	9	1	1	1	0.7587939698492462	151	1.3178807947019868	0	0	199	27256	Cluster	Single	WP_004030521.1 TMAO reductase system sensor histidine kinase/response regulator TorS [Escherichia coli]
Cluster_6412	9	1	1	1	0.4623115577889447	92	2.1630434782608696	0	0	199	27256	Cluster	Single	WP_000168589.1 HNH endonuclease [Escherichia coli]
Cluster_5595	9	1	1	1	0.02512562814070352	5	39.8	0	0	199	27256	Cluster	Single	WP_001324336.1 hypothetical protein [Escherichia coli]
Cluster_635	9	1	1	1	0.7939698492462312	158	1.259493670886076	0	0	199	27256	Cluster	Single	WP_001364200.1 MULTISPECIES: his operon leader peptide, partial [Proteobacteria]
Cluster_4243	9	1	1	1	0.5276381909547738	105	1.8952380952380954	0	0	199	27256	Cluster	Single	WP_042098621.1 enoyl-CoA hydratase/isomerase family protein [Escherichia coli]
Cluster_20159	9	1	1	1	0.09547738693467336	19	10.473684210526317	0	0	199	27256	Cluster	Single	WP_088551993.1 conjugal transfer protein TrbJ [Escherichia coli]
Cluster_22440	9	1	1	1	0.7085427135678392	141	1.4113475177304966	0	0	199	27256	Cluster	Single	WP_001057134.1 cryptic beta-glucoside bgl operon Antiterminator [Escherichia coli]
Cluster_1352	9	1	1	1	0.19597989949748743	39	5.102564102564103	0	0	199	27256	Cluster	Single	WP_001243355.1 MULTISPECIES: host cell division inhibitory peptide Kil [Enterobacteriaceae]
Cluster_12119	9	1	1	1	0.20603015075376885	41	4.853658536585366	0	0	199	27256	Cluster	Single	WP_088543935.1 transactivation protein, partial [Escherichia coli]
Cluster_10054	9	1	1	1	0.35175879396984927	70	2.8428571428571425	0	0	199	27256	Cluster	Twin_1269	WP_000557709.1 MULTISPECIES: DUF2732 domain-containing protein [Escherichia]
Cluster_8350	9	1	1	1	0.04522613065326633	9	22.11111111111111	0	0	199	27256	Cluster	Twin_741	WP_097410613.1 RND transporter [Escherichia coli]
Cluster_536	9	1	1	1	0.7889447236180904	157	1.267515923566879	0	0	199	27256	Cluster	Twin_954	WP_000060506.1 MULTISPECIES: type I toxin-antitoxin system toxin TisB [Enterobacteriaceae]
Cluster_13847	9	1	1	1	0.2864321608040201	57	3.4912280701754383	0	0	199	27256	Cluster	Single	WP_024240806.1 hypothetical protein [Escherichia coli]
Cluster_24898	9	1	1	1	0.6934673366834171	138	1.4420289855072463	0	0	199	27256	Cluster	Single	WP_071529710.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_23174	9	1	1	1	0.7638190954773869	152	1.3092105263157896	0	0	199	27256	Cluster	Single	WP_038340215.1 methylmalonyl-CoA decarboxylase [Escherichia coli]
Cluster_19818	9	1	1	1	0.2914572864321608	58	3.431034482758621	0	0	199	27256	Cluster	Single	WP_001013304.1 hypothetical protein [Escherichia coli]
Cluster_25374	9	1	1	1	0.6683417085427136	133	1.4962406015037595	0	0	199	27256	Cluster	Single	WP_071789664.1 hypothetical protein [Escherichia coli]
Cluster_21020	9	1	1	1	0.271356783919598	54	3.685185185185185	0	0	199	27256	Cluster	Twin_233	WP_001683304.1 protein-disulfide oxidoreductase DsbI [Escherichia coli]
Cluster_2551	9	1	1	1	0.1407035175879397	28	7.107142857142858	0	0	199	27256	Cluster	Single	WP_071586752.1 adhesin [Escherichia coli]
Cluster_24684	9	1	1	1	0.38190954773869346	76	2.618421052631579	0	0	199	27256	Cluster	Single	WP_072644036.1 DUF2645 domain-containing protein [Escherichia coli]
Cluster_8833	9	1	1	1	0.19095477386934673	38	5.236842105263158	0	0	199	27256	Cluster	Single	WP_000062810.1 MFS transporter [Escherichia coli]
Cluster_3704	9	1	1	1	0.10552763819095477	21	9.476190476190476	0	0	199	27256	Cluster	Twin_114	WP_001332402.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_17291	9	1	1	1	0.1658291457286432	33	6.03030303030303	0	0	199	27256	Cluster	Single	WP_064577534.1 fimbrial protein [Escherichia coli]
Cluster_17962	9	1	1	1	0.19095477386934673	38	5.236842105263158	0	0	199	27256	Cluster	Single	WP_000806612.1 hypothetical protein [Escherichia coli]
Cluster_9335	9	1	1	1	0.22613065326633167	45	4.4222222222222225	0	0	199	27256	Cluster	Twin_60	WP_000106970.1 MULTISPECIES: type VI secretion system baseplate subunit TssE [Enterobacteriaceae]
Cluster_20076	9	1	1	1	0.7638190954773869	152	1.3092105263157896	0	0	199	27256	Cluster	Single	WP_000160649.1 fimbrial protein StfD [Escherichia coli]
Cluster_20005	9	1	1	1	0.010050251256281407	2	99.5	0	0	199	27256	Cluster	Single	WP_052944465.1 MULTISPECIES: replication protein [Enterobacteriaceae]
Cluster_9782	9	1	1	1	0.45226130653266333	90	2.2111111111111112	0	0	199	27256	Cluster	Single	WP_000087131.1 recombinase family protein [Escherichia coli]
Cluster_8994	9	1	1	1	0.5175879396984925	103	1.9320388349514563	0	0	199	27256	Cluster	Single	WP_001332941.1 MULTISPECIES: sugar phosphate isomerase/epimerase [Enterobacteriaceae]
Cluster_18968	9	1	1	1	0.1708542713567839	34	5.852941176470589	0	0	199	27256	Cluster	Single	WP_032144838.1 fimbrial chaperone protein FimC [Escherichia coli]
Cluster_4459	9	1	1	1	0.7336683417085427	146	1.363013698630137	0	0	199	27256	Cluster	Single	WP_097331983.1 hypothetical protein [Escherichia coli]
Cluster_9613	9	1	1	1	0.7587939698492462	151	1.3178807947019868	0	0	199	27256	Cluster	Single	WP_057107865.1 MULTISPECIES: transcriptional regulator [Enterobacteriaceae]
Cluster_1358	9	1	1	1	0.2613065326633166	52	3.8269230769230766	0	0	199	27256	Cluster	Single	WP_001339240.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_10402	9	1	1	1	0.6432160804020101	128	1.5546875	0	0	199	27256	Cluster	Single	WP_044317293.1 conjugal transfer protein, partial [Escherichia coli]
Cluster_2168	9	1	1	1	0.09547738693467336	19	10.473684210526317	0	0	199	27256	Cluster	Single	WP_001332053.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_15983	9	1	1	1	0.20100502512562815	40	4.975	0	0	199	27256	Cluster	Single	WP_021499313.1 hypothetical protein [Escherichia coli]
Cluster_30212	9	1	1	1	0.12562814070351758	25	7.960000000000001	0	0	199	27256	Cluster	Single	WP_021539839.1 hypothetical protein [Escherichia coli]
Cluster_976	9	1	1	1	0.09547738693467336	19	10.473684210526317	0	0	199	27256	Cluster	Single	WP_000083818.1 MULTISPECIES: replication regulatory protein repA2 [Enterobacteriaceae]
Cluster_9107	9	1	1	1	0.19597989949748743	39	5.102564102564103	0	0	199	27256	Cluster	Single	WP_000213971.1 MULTISPECIES: Restriction inhibitor protein ral [Enterobacteriaceae]
Cluster_11157	9	1	1	1	0.5879396984924623	117	1.7008547008547008	0	0	199	27256	Cluster	Single	WP_097419524.1 DUF3289 domain-containing protein, partial [Escherichia coli]
Cluster_18798	9	1	1	1	0.7638190954773869	152	1.3092105263157896	0	0	199	27256	Cluster	Single	WP_071526436.1 autoinducer 2 ABC transporter substrate-binding protein LsrB [Escherichia coli]
Cluster_6796	9	1	1	1	0.03015075376884422	6	33.16666666666667	0	0	199	27256	Cluster	Single	WP_000238252.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_14747	9	1	1	1	0.1457286432160804	29	6.862068965517242	0	0	199	27256	Cluster	Single	WP_089645868.1 Host-nuclease inhibitor protein gam, partial [Escherichia coli]
Cluster_19260	9	1	1	1	0.01507537688442211	3	66.33333333333334	0	0	199	27256	Cluster	Single	WP_001325800.1 MULTISPECIES: hypothetical protein [Escherichia]
Cluster_29897	9	1	1	1	0.35175879396984927	70	2.8428571428571425	0	0	199	27256	Cluster	Single	WP_071532529.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_2021	9	1	1	1	0.7839195979899497	156	1.2756410256410258	0	0	199	27256	Cluster	Single	WP_001303792.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_556	9	1	1	1	0.3065326633165829	61	3.262295081967213	0	0	199	27256	Cluster	Single	WP_000035577.1 DUF1398 domain-containing protein [Escherichia coli]
Cluster_5179	9	1	1	1	0.2964824120603015	59	3.3728813559322033	0	0	199	27256	Cluster	Single	WP_071782046.1 hypothetical protein [Escherichia coli]
Cluster_25099	9	1	1	1	0.010050251256281407	2	99.5	0	0	199	27256	Cluster	Twin_865	WP_024187650.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_9059	9	1	1	1	0.05527638190954774	11	18.09090909090909	0	0	199	27256	Cluster	Single	WP_052894031.1 hypothetical protein [Escherichia coli]
Cluster_16695	9	1	1	1	0.09045226130653267	18	11.055555555555555	0	0	199	27256	Cluster	Single	WP_001392502.1 MULTISPECIES: DUF4102 domain-containing protein [Escherichia]
Cluster_5	9	1	1	1	0.34673366834170855	69	2.8840579710144927	0	0	199	27256	Cluster	Single	WP_000958487.1 MULTISPECIES: AlpA family transcriptional regulator [Enterobacteriaceae]
Cluster_20124	9	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_071593095.1 hypothetical protein [Escherichia coli]
Cluster_4716	9	1	1	1	0.020100502512562814	4	49.75	0	0	199	27256	Cluster	Single	WP_000647520.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_2402	9	1	1	1	0.7688442211055276	153	1.3006535947712419	0	0	199	27256	Cluster	Single	WP_000426307.1 MULTISPECIES: diguanylate cyclase [Enterobacteriaceae]
Cluster_30184	9	1	1	1	0.2663316582914573	53	3.7547169811320757	0	0	199	27256	Cluster	Single	WP_021539776.1 aryl-sulfate sulfotransferase [Escherichia coli]
Cluster_22636	9	1	1	1	0.35175879396984927	70	2.8428571428571425	0	0	199	27256	Cluster	Single	WP_000763319.1 MULTISPECIES: GpE family phage tail protein [Enterobacteriaceae]
Cluster_11332	9	1	1	1	0.5025125628140703	100	1.9900000000000002	0	0	199	27256	Cluster	Single	WP_001334396.1 hypothetical protein [Escherichia coli]
Cluster_27353	9	1	1	1	0.4020100502512563	80	2.4875	0	0	199	27256	Cluster	Twin_819	WP_063102794.1 general secretion pathway protein GspB [Escherichia coli]
Cluster_11711	9	1	1	1	0.3869346733668342	77	2.5844155844155843	0	0	199	27256	Cluster	Single	WP_001151535.1 MULTISPECIES: conjugal transfer protein TraM [Enterobacteriaceae]
Cluster_20125	9	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_000547812.1 MULTISPECIES: hypothetical protein [Escherichia]
Cluster_19046	9	1	1	1	0.2663316582914573	53	3.7547169811320757	0	0	199	27256	Cluster	Single	WP_032231662.1 IS30 family transposase, partial [Escherichia coli]
Cluster_17463	9	1	1	1	0.5979899497487438	119	1.672268907563025	0	0	199	27256	Cluster	Single	WP_050575860.1 glycosyl hydrolase family 32 [Escherichia coli]
Cluster_15006	9	1	1	1	0.04522613065326633	9	22.11111111111111	0	0	199	27256	Cluster	Twin_644	WP_000163129.1 GDP-L-fucose synthase [Escherichia coli]
Cluster_8375	9	1	1	1	0.04522613065326633	9	22.11111111111111	0	0	199	27256	Cluster	Twin_741	WP_032148326.1 efflux RND transporter periplasmic adaptor subunit [Escherichia coli]
Cluster_16636	9	1	1	1	0.035175879396984924	7	28.42857142857143	0	0	199	27256	Cluster	Single	WP_029392104.1 MULTISPECIES: glycosyltransferase [Enterobacteriaceae]
Cluster_3652	9	1	1	1	0.06532663316582915	13	15.307692307692307	0	0	199	27256	Cluster	Single	WP_001324241.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_20101	9	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_097496054.1 ABC transporter, partial [Escherichia coli]
Cluster_1775	9	1	1	1	0.10050251256281408	20	9.95	0	0	199	27256	Cluster	Single	WP_001153034.1 hypothetical protein [Escherichia coli]
Cluster_11515	9	1	1	1	0.4221105527638191	84	2.369047619047619	0	0	199	27256	Cluster	Single	WP_016232484.1 hypothetical protein [Escherichia coli]
Cluster_17736	9	1	1	1	0.19095477386934673	38	5.236842105263158	0	0	199	27256	Cluster	Twin_1423	WP_024231220.1 transcriptional regulator [Escherichia coli]
Cluster_20033	9	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_077462094.1 immunoglobulin-binding protein [Escherichia coli]
Cluster_19177	9	1	1	1	0.7537688442211056	150	1.3266666666666667	0	0	199	27256	Cluster	Single	WP_057696048.1 glucosamine-6-phosphate deaminase [Escherichia coli]
Cluster_28167	9	1	1	1	0.09547738693467336	19	10.473684210526317	0	0	199	27256	Cluster	Twin_400	WP_024198271.1 MULTISPECIES: two-component system response regulator PgtA [Enterobacteriaceae]
Cluster_19263	9	1	1	1	0.1507537688442211	30	6.633333333333334	0	0	199	27256	Cluster	Single	WP_021535801.1 hypothetical protein, partial [Escherichia coli]
Cluster_4003	9	1	1	1	0.7587939698492462	151	1.3178807947019868	0	0	199	27256	Cluster	Single	WP_042097432.1 phenoxybenzoate dioxygenase, partial [Escherichia coli]
Cluster_1944	9	1	1	1	0.5477386934673367	109	1.8256880733944953	0	0	199	27256	Cluster	Twin_639	WP_013009131.1 autoinducer 2 ABC transporter substrate-binding protein [Escherichia coli]
Cluster_26649	9	1	1	1	0.1708542713567839	34	5.852941176470589	0	0	199	27256	Cluster	Single	WP_000345346.1 MULTISPECIES: PTS ascorbate transporter subunit IIC [Enterobacteriaceae]
Cluster_18348	9	1	1	1	0.542713567839196	108	1.8425925925925926	0	0	199	27256	Cluster	Single	WP_042074389.1 PTS mannose transporter subunit IID, partial [Escherichia coli]
Cluster_818	9	1	1	1	0.3768844221105528	75	2.6533333333333333	0	0	199	27256	Cluster	Single	WP_071525094.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_2926	9	1	1	1	0.22613065326633167	45	4.4222222222222225	0	0	199	27256	Cluster	Single	WP_000420670.1 MULTISPECIES: DUF2824 domain-containing protein [Escherichia]
Cluster_29985	9	1	1	1	0.5025125628140703	100	1.9900000000000002	0	0	199	27256	Cluster	Single	WP_032214973.1 hypothetical protein [Escherichia coli]
Cluster_6566	9	1	1	1	0.6080402010050251	121	1.6446280991735538	0	0	199	27256	Cluster	Single	WP_088136937.1 Replication protein P, partial [Escherichia coli]
Cluster_18594	9	1	1	1	0.08040201005025126	16	12.4375	0	0	199	27256	Cluster	Single	WP_087598322.1 hypothetical protein [Escherichia coli]
Cluster_6210	9	1	1	1	0.05527638190954774	11	18.09090909090909	0	0	199	27256	Cluster	Twin_61	WP_001270785.1 MULTISPECIES: transcriptional regulator [Escherichia]
Cluster_23155	9	1	1	1	0.7839195979899497	156	1.2756410256410258	0	0	199	27256	Cluster	Single	WP_038339745.1 transcriptional regulator LsrR [Escherichia coli]
Cluster_9600	9	1	1	1	0.035175879396984924	7	28.42857142857143	0	0	199	27256	Cluster	Twin_45	WP_099145397.1 MurR/RpiR family transcriptional regulator [Escherichia coli]
Cluster_14974	9	1	1	1	0.23618090452261306	47	4.23404255319149	0	0	199	27256	Cluster	Single	WP_032321447.1 hypothetical protein [Escherichia coli]
Cluster_7702	9	1	1	1	0.7336683417085427	146	1.363013698630137	0	0	199	27256	Cluster	Single	WP_000454301.1 hypothetical protein [Escherichia coli]
Cluster_20058	9	1	1	1	0.09045226130653267	18	11.055555555555555	0	0	199	27256	Cluster	Single	WP_000033309.1 fimbrial protein [Escherichia coli]
Cluster_21731	9	1	1	1	0.3015075376884422	60	3.316666666666667	0	0	199	27256	Cluster	Single	WP_096932377.1 hypothetical protein [Escherichia coli]
Cluster_11966	9	1	1	1	0.020100502512562814	4	49.75	0	0	199	27256	Cluster	Single	WP_001254247.1 NinE family protein, partial [Escherichia coli]
Cluster_8998	9	1	1	1	0.24623115577889448	49	4.061224489795918	0	0	199	27256	Cluster	Single	WP_096937404.1 type VI secretion system contractile sheath large subunit [Escherichia coli]
Cluster_18682	9	1	1	1	0.20100502512562815	40	4.975	0	0	199	27256	Cluster	Single	WP_000587188.1 HlyD family secretion protein [Escherichia coli]
Cluster_20031	9	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_000535329.1 restriction endonuclease subunit S [Escherichia coli]
Cluster_7714	9	1	1	1	0.08040201005025126	16	12.4375	0	0	199	27256	Cluster	Single	WP_021566250.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_2095	9	1	1	1	0.3015075376884422	60	3.316666666666667	0	0	199	27256	Cluster	Single	WP_011703602.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_22970	9	1	1	1	0.20603015075376885	41	4.853658536585366	0	0	199	27256	Cluster	Single	WP_071779529.1 TraY domain-containing protein [Escherichia coli]
Cluster_24857	9	1	1	1	0.46733668341708545	93	2.139784946236559	0	0	199	27256	Cluster	Single	WP_061091670.1 hypothetical protein [Escherichia coli]
Cluster_12112	9	1	1	1	0.7286432160804021	145	1.3724137931034481	0	0	199	27256	Cluster	Single	WP_021565002.1 hypothetical protein [Escherichia coli]
Cluster_24270	9	1	1	1	0.38190954773869346	76	2.618421052631579	0	0	199	27256	Cluster	Single	WP_065768501.1 type II secretion system protein GspC, partial [Escherichia coli]
Cluster_12988	9	1	1	1	0.34673366834170855	69	2.8840579710144927	0	0	199	27256	Cluster	Single	WP_024187303.1 metal ABC transporter permease, partial [Escherichia coli]
Cluster_17332	9	1	1	1	0.19095477386934673	38	5.236842105263158	0	0	199	27256	Cluster	Single	WP_000980256.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_1534	9	1	1	1	0.10050251256281408	20	9.95	0	0	199	27256	Cluster	Single	WP_003032489.1 MULTISPECIES: hypothetical protein, partial [Proteobacteria]
Cluster_20119	9	1	1	1	0.05025125628140704	10	19.9	0	0	199	27256	Cluster	Single	WP_072252814.1 hypothetical protein, partial [Escherichia coli]
Cluster_1101	9	1	1	1	0.2562814070351759	51	3.9019607843137254	0	0	199	27256	Cluster	Twin_498	WP_001028073.1 MULTISPECIES: PTS fructose transporter subunit IIB [Enterobacteriaceae]
Cluster_3358	9	1	1	1	0.271356783919598	54	3.685185185185185	0	0	199	27256	Cluster	Single	WP_000577033.1 TRAP transporter small permease [Escherichia coli]
Cluster_1417	9	1	1	1	0.16080402010050251	32	6.21875	0	0	199	27256	Cluster	Twin_1481	WP_001163787.1 MULTISPECIES: hypothetical protein [Escherichia]
Cluster_15654	9	1	1	1	0.3869346733668342	77	2.5844155844155843	0	0	199	27256	Cluster	Single	WP_071594465.1 MULTISPECIES: nucleocapsid protein [Enterobacteriaceae]
Cluster_22579	9	1	1	1	0.6130653266331658	122	1.6311475409836065	0	0	199	27256	Cluster	Single	WP_000971054.1 hypothetical protein [Escherichia coli]
Cluster_24958	9	1	1	1	0.36180904522613067	72	2.763888888888889	0	0	199	27256	Cluster	Single	WP_071529696.1 hypothetical protein [Escherichia coli]
Cluster_4448	9	1	1	1	0.04020100502512563	8	24.875	0	0	199	27256	Cluster	Single	WP_001317176.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_18513	9	1	1	1	0.2562814070351759	51	3.9019607843137254	0	0	199	27256	Cluster	Single	WP_072017111.1 hypothetical protein, partial [Escherichia coli]
Cluster_1239	9	1	1	1	0.24120603015075376	48	4.145833333333334	0	0	199	27256	Cluster	Single	WP_071526084.1 MULTISPECIES: hypothetical protein [Escherichia]
Cluster_13374	9	1	1	1	0.19597989949748743	39	5.102564102564103	0	0	199	27256	Cluster	Single	WP_000463022.1 C4-dicarboxylate ABC transporter permease [Escherichia coli]
Cluster_5673	9	1	1	1	0.03015075376884422	6	33.16666666666667	0	0	199	27256	Cluster	Single	WP_000358967.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_361	9	1	1	1	0.25125628140703515	50	3.9800000000000004	0	0	199	27256	Cluster	Single	WP_010723108.1 MULTISPECIES: membrane protein YoeI [Escherichia]
Cluster_23037	9	1	1	1	0.46733668341708545	93	2.139784946236559	0	0	199	27256	Cluster	Single	WP_077902609.1 phage tail protein, partial [Escherichia coli]
Cluster_16751	9	1	1	1	0.7587939698492462	151	1.3178807947019868	0	0	199	27256	Cluster	Single	WP_052987077.1 formate transporter FocA, partial [Escherichia coli]
Cluster_7830	9	1	1	1	0.010050251256281407	2	99.5	0	0	199	27256	Cluster	Single	WP_099975570.1 pyrBI operon leader peptide [Escherichia coli]
Cluster_22028	9	1	1	1	0.01507537688442211	3	66.33333333333334	0	0	199	27256	Cluster	Single	WP_001301660.1 phage tail protein [Escherichia coli]
Cluster_3763	9	1	1	1	0.10050251256281408	20	9.95	0	0	199	27256	Cluster	Single	WP_077248354.1 MULTISPECIES: enolase [Enterobacteriaceae]
Cluster_20338	9	1	1	1	0.2964824120603015	59	3.3728813559322033	0	0	199	27256	Cluster	Single	WP_077783176.1 hypothetical protein [Escherichia coli]
Cluster_13274	9	1	1	1	0.1306532663316583	26	7.653846153846153	0	0	199	27256	Cluster	Single	WP_032197240.1 3-octaprenyl-4-hydroxybenzoate carboxy-lyase [Escherichia coli]
Cluster_25159	9	1	1	1	0.010050251256281407	2	99.5	0	0	199	27256	Cluster	Twin_865	WP_001332287.1 MULTISPECIES: zinc-binding domain of primase-helicase [Escherichia]
Cluster_2691	9	1	1	1	0.6331658291457286	126	1.5793650793650795	0	0	199	27256	Cluster	Single	WP_027868265.1 2-keto-3-deoxy-L-rhamnonate aldolase [Escherichia coli]
